,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
0,24749,2,2,Denmark;Copenhagen,2016-01-01,149,0.963,0.55
383,25132,6,7,Germany;Frankfurt,2016-01-12,14,0.972,0.01
384,25133,11,5,Germany;Berlin,2016-01-12,6,0.972,0.0
385,25134,9,5,Germany;Berlin,2016-01-13,150,0.972,0.55
386,25135,1,5,Germany;Berlin,2016-01-13,145,0.972,0.55
387,25136,5,4,Germany;Frankfurt,2016-01-13,144,0.972,0.55
388,25137,5,3,Czech republic;Brno,2016-01-13,143,0.972,0.55
389,25138,6,3,Czech republic;Brno,2016-01-13,143,0.972,0.55
390,25139,10,7,Germany;Frankfurt,2016-01-13,139,0.972,0.55
391,25140,1,1,Czech republic;Prague,2016-01-13,138,0.972,0.55
392,25141,2,3,Czech republic;Brno,2016-01-13,136,0.972,0.55
393,25142,9,4,Germany;Frankfurt,2016-01-13,133,0.972,0.55
394,25143,1,5,Germany;Berlin,2016-01-13,129,0.972,0.55
395,25144,6,5,Germany;Berlin,2016-01-13,129,0.972,0.55
396,25145,7,7,Germany;Frankfurt,2016-01-13,127,0.972,0.55
397,25146,9,5,Germany;Berlin,2016-01-13,126,0.972,0.55
398,25147,6,5,Germany;Berlin,2016-01-13,123,0.972,0.55
399,25148,5,5,Germany;Berlin,2016-01-13,121,0.972,0.55
400,25149,4,5,Germany;Berlin,2016-01-13,121,0.972,0.55
401,25150,11,3,Czech republic;Ostrava,2016-01-13,119,0.972,0.55
402,25151,9,5,Germany;Berlin,2016-01-13,115,0.972,0.55
403,25152,11,6,Germany;Dresden,2016-01-13,110,0.972,0.55
404,25153,5,5,Germany;Berlin,2016-01-13,109,0.972,0.55
405,25154,11,2,Denmark;Copenhagen,2016-01-13,108,0.972,0.55
406,25155,1,4,Germany;Frankfurt,2016-01-13,105,0.972,0.55
407,25156,7,6,Germany;Dresden,2016-01-13,101,0.972,0.55
408,25157,5,6,Germany;Dresden,2016-01-13,100,0.972,0.55
409,25158,6,7,Germany;Frankfurt,2016-01-13,99,0.972,0.4
410,25159,3,3,Czech republic;Brno,2016-01-13,97,0.972,0.4
411,25160,6,4,Germany;Frankfurt,2016-01-13,96,0.972,0.4
412,25161,11,4,Germany;Frankfurt,2016-01-13,91,0.972,0.4
413,25162,7,3,Czech republic;Ostrava,2016-01-13,84,0.972,0.4
414,25163,7,6,Germany;Dresden,2016-01-13,83,0.972,0.4
415,25164,7,7,Germany;Frankfurt,2016-01-13,80,0.972,0.4
416,25165,8,7,Germany;Frankfurt,2016-01-13,76,0.972,0.4
417,25166,1,6,Germany;Dresden,2016-01-13,73,0.972,0.15
418,25167,3,5,Germany;Berlin,2016-01-13,61,0.972,0.15
419,25168,3,6,Germany;Dresden,2016-01-13,60,0.972,0.15
420,25169,11,5,Germany;Berlin,2016-01-13,41,0.972,0.15
421,25170,10,7,Germany;Frankfurt,2016-01-13,37,0.972,0.15
422,25171,6,5,Germany;Berlin,2016-01-13,29,0.972,0.15
423,25172,5,7,Germany;Frankfurt,2016-01-13,26,0.972,0.15
424,25173,3,3,Czech republic;Brno,2016-01-13,20,0.972,0.01
425,25174,7,3,Czech republic;Ostrava,2016-01-13,16,0.972,0.01
426,25175,9,2,Denmark;Copenhagen,2016-01-13,10,0.972,0.0
427,25176,4,7,Germany;Frankfurt,2016-01-13,5,0.972,0.0
428,25177,3,5,Germany;Berlin,2016-01-13,1,0.972,0.0
429,25178,8,2,Denmark;Copenhagen,2016-01-13,1,0.972,0.0
430,25179,8,4,Germany;Frankfurt,2016-01-14,149,0.975,0.55
431,25180,3,5,Germany;Berlin,2016-01-14,145,0.975,0.55
432,25181,8,1,Czech republic;Prague,2016-01-14,144,0.975,0.55
433,25182,8,5,Germany;Berlin,2016-01-14,143,0.975,0.55
434,25183,6,7,Germany;Frankfurt,2016-01-14,143,0.975,0.55
435,25184,11,5,Germany;Berlin,2016-01-14,142,0.975,0.55
436,25185,8,4,Germany;Frankfurt,2016-01-14,142,0.975,0.55
437,25186,8,4,Germany;Frankfurt,2016-01-14,140,0.975,0.55
438,25187,2,5,Germany;Berlin,2016-01-14,133,0.975,0.55
439,25188,9,3,Czech republic;Ostrava,2016-01-14,130,0.975,0.55
440,25189,4,6,Germany;Dresden,2016-01-14,128,0.975,0.55
441,25190,8,6,Germany;Dresden,2016-01-14,128,0.975,0.55
442,25191,10,5,Germany;Berlin,2016-01-14,125,0.975,0.55
443,25192,5,6,Germany;Dresden,2016-01-14,124,0.975,0.55
444,25193,5,5,Germany;Berlin,2016-01-14,120,0.975,0.55
445,25194,1,4,Germany;Frankfurt,2016-01-14,117,0.975,0.55
446,25195,7,5,Germany;Berlin,2016-01-14,117,0.975,0.55
447,25196,8,7,Germany;Frankfurt,2016-01-14,113,0.975,0.55
448,25197,5,5,Germany;Berlin,2016-01-14,109,0.975,0.55
449,25198,7,6,Germany;Dresden,2016-01-14,106,0.975,0.55
450,25199,7,4,Germany;Frankfurt,2016-01-14,102,0.975,0.55
451,25200,3,7,Germany;Frankfurt,2016-01-14,102,0.975,0.55
452,25201,4,3,Czech republic;Brno,2016-01-14,100,0.975,0.55
453,25202,2,4,Germany;Frankfurt,2016-01-14,95,0.975,0.4
454,25203,8,5,Germany;Berlin,2016-01-14,90,0.975,0.4
455,25204,3,5,Germany;Berlin,2016-01-14,86,0.975,0.4
456,25205,5,7,Germany;Frankfurt,2016-01-14,86,0.975,0.4
457,25206,1,7,Germany;Frankfurt,2016-01-14,84,0.975,0.4
458,25207,1,6,Germany;Dresden,2016-01-14,74,0.975,0.15
459,25208,3,5,Germany;Berlin,2016-01-14,63,0.975,0.15
460,25209,2,5,Germany;Berlin,2016-01-14,62,0.975,0.15
461,25210,9,5,Germany;Berlin,2016-01-14,60,0.975,0.15
462,25211,5,5,Germany;Berlin,2016-01-14,53,0.975,0.15
463,25212,10,7,Germany;Frankfurt,2016-01-14,50,0.975,0.15
464,25213,5,7,Germany;Frankfurt,2016-01-14,47,0.975,0.15
465,25214,1,5,Germany;Berlin,2016-01-14,47,0.975,0.15
466,25215,4,7,Germany;Frankfurt,2016-01-14,47,0.975,0.15
467,25216,9,7,Germany;Frankfurt,2016-01-14,42,0.975,0.15
468,25217,10,7,Germany;Frankfurt,2016-01-14,41,0.975,0.15
469,25218,5,5,Germany;Berlin,2016-01-14,29,0.975,0.15
470,25219,11,7,Germany;Frankfurt,2016-01-14,27,0.975,0.15
471,25220,9,2,Denmark;Copenhagen,2016-01-14,17,0.975,0.01
472,25221,2,7,Germany;Frankfurt,2016-01-14,13,0.975,0.01
473,25222,10,7,Germany;Frankfurt,2016-01-14,10,0.975,0.0
474,25223,11,5,Germany;Berlin,2016-01-14,9,0.975,0.0
475,25224,6,3,Czech republic;Brno,2016-01-14,4,0.975,0.0
476,25225,11,5,Germany;Berlin,2016-01-15,140,0.975,0.55
477,25226,11,1,Czech republic;Prague,2016-01-15,133,0.975,0.55
478,25227,5,3,Czech republic;Brno,2016-01-15,133,0.975,0.55
479,25228,11,3,Czech republic;Ostrava,2016-01-15,127,0.975,0.55
480,25229,9,2,Denmark;Copenhagen,2016-01-15,121,0.975,0.55
481,25230,6,5,Germany;Berlin,2016-01-15,120,0.975,0.55
482,25231,6,7,Germany;Frankfurt,2016-01-15,117,0.975,0.55
483,25232,6,7,Germany;Frankfurt,2016-01-15,114,0.975,0.55
484,25233,4,2,Denmark;Copenhagen,2016-01-15,112,0.975,0.55
485,25234,9,4,Germany;Frankfurt,2016-01-15,112,0.975,0.55
486,25235,3,7,Germany;Frankfurt,2016-01-15,110,0.975,0.55
487,25236,1,5,Germany;Berlin,2016-01-15,107,0.975,0.55
488,25237,11,7,Germany;Frankfurt,2016-01-15,106,0.975,0.55
489,25238,8,1,Czech republic;Prague,2016-01-15,102,0.975,0.55
490,25239,10,5,Germany;Berlin,2016-01-15,94,0.975,0.4
491,25240,1,7,Germany;Frankfurt,2016-01-15,89,0.975,0.4
492,25241,6,3,Czech republic;Brno,2016-01-15,89,0.975,0.4
493,25242,9,3,Czech republic;Ostrava,2016-01-15,84,0.975,0.4
494,25243,9,7,Germany;Frankfurt,2016-01-15,82,0.975,0.4
495,25244,6,3,Czech republic;Brno,2016-01-15,77,0.975,0.4
496,25245,7,5,Germany;Berlin,2016-01-15,70,0.975,0.15
497,25246,4,2,Denmark;Copenhagen,2016-01-15,67,0.975,0.15
498,25247,6,2,Denmark;Copenhagen,2016-01-15,65,0.975,0.15
499,25248,9,5,Germany;Berlin,2016-01-15,65,0.975,0.15
500,25249,10,5,Germany;Berlin,2016-01-15,64,0.975,0.15
501,25250,2,7,Germany;Frankfurt,2016-01-15,57,0.975,0.15
502,25251,2,2,Denmark;Copenhagen,2016-01-15,54,0.975,0.15
503,25252,10,5,Germany;Berlin,2016-01-15,47,0.975,0.15
504,25253,10,7,Germany;Frankfurt,2016-01-15,39,0.975,0.15
505,25254,10,1,Czech republic;Prague,2016-01-15,37,0.975,0.15
506,25255,10,5,Germany;Berlin,2016-01-15,28,0.975,0.15
507,25256,4,7,Germany;Frankfurt,2016-01-15,24,0.975,0.01
508,25257,4,1,Czech republic;Prague,2016-01-15,14,0.975,0.01
509,25258,5,3,Czech republic;Brno,2016-01-15,12,0.975,0.01
510,25259,7,4,Germany;Frankfurt,2016-01-15,5,0.975,0.0
511,25260,1,7,Germany;Frankfurt,2016-01-15,3,0.975,0.0
512,25261,3,5,Germany;Berlin,2016-01-15,1,0.975,0.0
513,25262,11,6,Germany;Dresden,2016-01-19,148,0.977,0.55
514,25263,7,5,Germany;Berlin,2016-01-19,146,0.977,0.55
515,25264,5,6,Germany;Dresden,2016-01-19,145,0.977,0.55
516,25265,8,5,Germany;Berlin,2016-01-19,141,0.977,0.55
517,25266,1,6,Germany;Dresden,2016-01-19,140,0.977,0.55
518,25267,7,6,Germany;Dresden,2016-01-19,139,0.977,0.55
519,25268,9,7,Germany;Frankfurt,2016-01-19,139,0.977,0.55
520,25269,7,5,Germany;Berlin,2016-01-19,136,0.977,0.55
521,25270,10,1,Czech republic;Prague,2016-01-19,134,0.977,0.55
522,25271,7,5,Germany;Berlin,2016-01-19,133,0.977,0.55
523,25272,6,5,Germany;Berlin,2016-01-19,131,0.977,0.55
524,25273,9,6,Germany;Dresden,2016-01-19,121,0.977,0.55
525,25274,3,7,Germany;Frankfurt,2016-01-19,120,0.977,0.55
526,25275,7,1,Czech republic;Prague,2016-01-19,107,0.977,0.55
527,25276,1,5,Germany;Berlin,2016-01-19,106,0.977,0.55
528,25277,7,7,Germany;Frankfurt,2016-01-19,105,0.977,0.55
529,25278,8,2,Denmark;Copenhagen,2016-01-19,100,0.977,0.55
530,25279,2,3,Czech republic;Brno,2016-01-19,94,0.977,0.4
531,25280,4,4,Germany;Frankfurt,2016-01-19,87,0.977,0.4
532,25281,8,3,Czech republic;Ostrava,2016-01-19,87,0.977,0.4
533,25282,1,3,Czech republic;Brno,2016-01-19,84,0.977,0.4
534,25283,2,4,Germany;Frankfurt,2016-01-19,84,0.977,0.4
535,25284,6,1,Czech republic;Prague,2016-01-19,75,0.977,0.15
536,25285,7,7,Germany;Frankfurt,2016-01-19,72,0.977,0.15
537,25286,6,7,Germany;Frankfurt,2016-01-19,67,0.977,0.15
538,25287,4,7,Germany;Frankfurt,2016-01-19,65,0.977,0.15
539,25288,9,7,Germany;Frankfurt,2016-01-19,52,0.977,0.15
540,25289,5,7,Germany;Frankfurt,2016-01-19,51,0.977,0.15
541,25290,3,5,Germany;Berlin,2016-01-19,50,0.977,0.15
542,25291,4,7,Germany;Frankfurt,2016-01-19,38,0.977,0.15
543,25292,9,5,Germany;Berlin,2016-01-19,38,0.977,0.15
544,25293,2,1,Czech republic;Prague,2016-01-19,33,0.977,0.15
545,25294,7,7,Germany;Frankfurt,2016-01-19,28,0.977,0.15
546,25295,7,6,Germany;Dresden,2016-01-19,24,0.977,0.01
547,25296,4,5,Germany;Berlin,2016-01-19,24,0.977,0.01
548,25297,9,2,Denmark;Copenhagen,2016-01-19,21,0.977,0.01
549,25298,9,5,Germany;Berlin,2016-01-19,20,0.977,0.01
550,25299,4,7,Germany;Frankfurt,2016-01-19,20,0.977,0.01
551,25300,9,1,Czech republic;Prague,2016-01-19,19,0.977,0.01
552,25301,10,7,Germany;Frankfurt,2016-01-19,18,0.977,0.01
553,25302,9,7,Germany;Frankfurt,2016-01-19,5,0.977,0.0
554,25303,7,5,Germany;Berlin,2016-01-20,150,0.976,0.55
555,25304,2,6,Germany;Dresden,2016-01-20,149,0.976,0.55
556,25305,4,2,Denmark;Copenhagen,2016-01-20,147,0.976,0.55
557,25306,10,6,Germany;Dresden,2016-01-20,147,0.976,0.55
558,25307,10,5,Germany;Berlin,2016-01-20,146,0.976,0.55
559,25308,1,5,Germany;Berlin,2016-01-20,144,0.976,0.55
560,25309,5,6,Germany;Dresden,2016-01-20,142,0.976,0.55
561,25310,7,5,Germany;Berlin,2016-01-20,139,0.976,0.55
562,25311,2,5,Germany;Berlin,2016-01-20,132,0.976,0.55
563,25312,10,7,Germany;Frankfurt,2016-01-20,128,0.976,0.55
564,25313,5,3,Czech republic;Brno,2016-01-20,127,0.976,0.55
565,25314,7,2,Denmark;Copenhagen,2016-01-20,126,0.976,0.55
566,25315,4,4,Germany;Frankfurt,2016-01-20,115,0.976,0.55
567,25316,2,5,Germany;Berlin,2016-01-20,112,0.976,0.55
568,25317,6,7,Germany;Frankfurt,2016-01-20,111,0.976,0.55
569,25318,4,7,Germany;Frankfurt,2016-01-20,109,0.976,0.55
570,25319,11,7,Germany;Frankfurt,2016-01-20,109,0.976,0.55
571,25320,3,6,Germany;Dresden,2016-01-20,106,0.976,0.55
572,25321,8,7,Germany;Frankfurt,2016-01-20,105,0.976,0.55
573,25322,3,3,Czech republic;Brno,2016-01-20,104,0.976,0.55
574,25323,2,7,Germany;Frankfurt,2016-01-20,100,0.976,0.55
575,25324,9,5,Germany;Berlin,2016-01-20,95,0.976,0.4
576,25325,6,3,Czech republic;Brno,2016-01-20,90,0.976,0.4
577,25326,4,6,Germany;Dresden,2016-01-20,90,0.976,0.4
578,25327,6,7,Germany;Frankfurt,2016-01-20,89,0.976,0.4
579,25328,1,4,Germany;Frankfurt,2016-01-20,80,0.976,0.4
580,25329,4,7,Germany;Frankfurt,2016-01-20,80,0.976,0.4
581,25330,11,5,Germany;Berlin,2016-01-20,79,0.976,0.4
582,25331,3,6,Germany;Dresden,2016-01-20,67,0.976,0.15
583,25332,2,6,Germany;Dresden,2016-01-20,65,0.976,0.15
584,25333,5,5,Germany;Berlin,2016-01-20,61,0.976,0.15
585,25334,11,5,Germany;Berlin,2016-01-20,60,0.976,0.15
586,25335,2,7,Germany;Frankfurt,2016-01-20,56,0.976,0.15
587,25336,3,5,Germany;Berlin,2016-01-20,56,0.976,0.15
588,25337,8,4,Germany;Frankfurt,2016-01-20,54,0.976,0.15
589,25338,1,7,Germany;Frankfurt,2016-01-20,44,0.976,0.15
590,25339,10,4,Germany;Frankfurt,2016-01-20,42,0.976,0.15
591,25340,4,6,Germany;Dresden,2016-01-20,39,0.976,0.15
592,25341,11,4,Germany;Frankfurt,2016-01-20,33,0.976,0.15
593,25342,8,2,Denmark;Copenhagen,2016-01-20,21,0.976,0.01
594,25343,10,4,Germany;Frankfurt,2016-01-20,19,0.976,0.01
595,25344,4,6,Germany;Dresden,2016-01-20,19,0.976,0.01
596,25345,3,6,Germany;Dresden,2016-01-20,18,0.976,0.01
597,25346,6,3,Czech republic;Brno,2016-01-20,14,0.976,0.01
598,25347,10,4,Germany;Frankfurt,2016-01-20,13,0.976,0.01
599,25348,4,5,Germany;Berlin,2016-01-20,13,0.976,0.01
600,25349,6,1,Czech republic;Prague,2016-01-20,12,0.976,0.01
601,25350,10,3,Czech republic;Ostrava,2016-01-20,9,0.976,0.0
602,25351,4,7,Germany;Frankfurt,2016-01-20,3,0.976,0.0
603,25352,2,7,Germany;Frankfurt,2016-01-20,1,0.976,0.0
604,25353,10,5,Germany;Berlin,2016-01-21,149,0.973,0.55
605,25354,7,5,Germany;Berlin,2016-01-21,147,0.973,0.55
606,25355,1,3,Czech republic;Brno,2016-01-21,145,0.973,0.55
607,25356,2,5,Germany;Berlin,2016-01-21,143,0.973,0.55
608,25357,5,7,Germany;Frankfurt,2016-01-21,138,0.973,0.55
609,25358,11,7,Germany;Frankfurt,2016-01-21,136,0.973,0.55
610,25359,7,7,Germany;Frankfurt,2016-01-21,133,0.973,0.55
611,25360,4,1,Czech republic;Prague,2016-01-21,132,0.973,0.55
612,25361,5,1,Czech republic;Prague,2016-01-21,128,0.973,0.55
613,25362,8,7,Germany;Frankfurt,2016-01-21,115,0.973,0.55
614,25363,10,5,Germany;Berlin,2016-01-21,112,0.973,0.55
615,25364,6,6,Germany;Dresden,2016-01-21,102,0.973,0.55
616,25365,3,7,Germany;Frankfurt,2016-01-21,99,0.973,0.4
617,25366,1,4,Germany;Frankfurt,2016-01-21,98,0.973,0.4
618,25367,4,1,Czech republic;Prague,2016-01-21,95,0.973,0.4
619,25368,8,5,Germany;Berlin,2016-01-21,95,0.973,0.4
620,25369,9,2,Denmark;Copenhagen,2016-01-21,91,0.973,0.4
621,25370,5,1,Czech republic;Prague,2016-01-21,90,0.973,0.4
622,25371,1,5,Germany;Berlin,2016-01-21,88,0.973,0.4
623,25372,2,7,Germany;Frankfurt,2016-01-21,84,0.973,0.4
624,25373,4,5,Germany;Berlin,2016-01-21,83,0.973,0.4
625,25374,1,7,Germany;Frankfurt,2016-01-21,81,0.973,0.4
626,25375,8,7,Germany;Frankfurt,2016-01-21,76,0.973,0.4
627,25376,1,6,Germany;Dresden,2016-01-21,76,0.973,0.4
628,25377,6,5,Germany;Berlin,2016-01-21,74,0.973,0.15
629,25378,1,5,Germany;Berlin,2016-01-21,74,0.973,0.15
630,25379,5,2,Denmark;Copenhagen,2016-01-21,71,0.973,0.15
631,25380,4,1,Czech republic;Prague,2016-01-21,69,0.973,0.15
632,25381,5,7,Germany;Frankfurt,2016-01-21,68,0.973,0.15
633,25382,8,7,Germany;Frankfurt,2016-01-21,66,0.973,0.15
634,25383,8,7,Germany;Frankfurt,2016-01-21,48,0.973,0.15
635,25384,6,6,Germany;Dresden,2016-01-21,46,0.973,0.15
636,25385,2,7,Germany;Frankfurt,2016-01-21,41,0.973,0.15
637,25386,5,5,Germany;Berlin,2016-01-21,39,0.973,0.15
638,25387,9,5,Germany;Berlin,2016-01-21,39,0.973,0.15
639,25388,9,2,Denmark;Copenhagen,2016-01-21,36,0.973,0.15
640,25389,7,1,Czech republic;Prague,2016-01-21,34,0.973,0.15
641,25390,8,7,Germany;Frankfurt,2016-01-21,33,0.973,0.15
642,25391,2,1,Czech republic;Prague,2016-01-21,30,0.973,0.15
643,25392,11,7,Germany;Frankfurt,2016-01-21,28,0.973,0.15
644,25393,5,3,Czech republic;Brno,2016-01-21,28,0.973,0.15
645,25394,7,7,Germany;Frankfurt,2016-01-21,28,0.973,0.15
646,25395,6,3,Czech republic;Brno,2016-01-21,22,0.973,0.01
647,25396,9,3,Czech republic;Ostrava,2016-01-21,21,0.973,0.01
648,25397,4,3,Czech republic;Brno,2016-01-21,20,0.973,0.01
649,25398,5,5,Germany;Berlin,2016-01-21,16,0.973,0.01
650,25399,3,5,Germany;Berlin,2016-01-21,15,0.973,0.01
651,25400,1,3,Czech republic;Brno,2016-01-21,8,0.973,0.0
652,25401,6,5,Germany;Berlin,2016-01-21,7,0.973,0.0
653,25402,7,7,Germany;Frankfurt,2016-01-21,6,0.973,0.0
654,25403,10,4,Germany;Frankfurt,2016-01-21,5,0.973,0.0
655,25404,6,7,Germany;Frankfurt,2016-01-21,3,0.973,0.0
656,25405,4,1,Czech republic;Prague,2016-01-21,3,0.973,0.0
657,25406,4,7,Germany;Frankfurt,2016-01-22,148,0.971,0.55
658,25407,5,5,Germany;Berlin,2016-01-22,143,0.971,0.55
659,25408,1,1,Czech republic;Prague,2016-01-22,142,0.971,0.55
660,25409,5,6,Germany;Dresden,2016-01-22,138,0.971,0.55
661,25410,9,7,Germany;Frankfurt,2016-01-22,138,0.971,0.55
662,25411,1,6,Germany;Dresden,2016-01-22,137,0.971,0.55
663,25412,7,5,Germany;Berlin,2016-01-22,135,0.971,0.55
664,25413,3,7,Germany;Frankfurt,2016-01-22,134,0.971,0.55
665,25414,6,5,Germany;Berlin,2016-01-22,133,0.971,0.55
666,25415,7,2,Denmark;Copenhagen,2016-01-22,123,0.971,0.55
667,25416,3,5,Germany;Berlin,2016-01-22,118,0.971,0.55
668,25417,2,5,Germany;Berlin,2016-01-22,111,0.971,0.55
669,25418,10,5,Germany;Berlin,2016-01-22,111,0.971,0.55
670,25419,11,2,Denmark;Copenhagen,2016-01-22,111,0.971,0.55
671,25420,10,6,Germany;Dresden,2016-01-22,109,0.971,0.55
672,25421,10,2,Denmark;Copenhagen,2016-01-22,108,0.971,0.55
673,25422,5,5,Germany;Berlin,2016-01-22,106,0.971,0.55
674,25423,1,5,Germany;Berlin,2016-01-22,94,0.971,0.4
675,25424,1,2,Denmark;Copenhagen,2016-01-22,93,0.971,0.4
676,25425,10,7,Germany;Frankfurt,2016-01-22,92,0.971,0.4
677,25426,4,5,Germany;Berlin,2016-01-22,91,0.971,0.4
678,25427,5,3,Czech republic;Brno,2016-01-22,91,0.971,0.4
679,25428,11,7,Germany;Frankfurt,2016-01-22,85,0.971,0.4
680,25429,7,7,Germany;Frankfurt,2016-01-22,81,0.971,0.4
681,25430,9,1,Czech republic;Prague,2016-01-22,81,0.971,0.4
682,25431,8,4,Germany;Frankfurt,2016-01-22,72,0.971,0.15
683,25432,8,4,Germany;Frankfurt,2016-01-22,69,0.971,0.15
684,25433,9,4,Germany;Frankfurt,2016-01-22,67,0.971,0.15
685,25434,10,7,Germany;Frankfurt,2016-01-22,61,0.971,0.15
686,25435,9,6,Germany;Dresden,2016-01-22,60,0.971,0.15
687,25436,3,4,Germany;Frankfurt,2016-01-22,58,0.971,0.15
688,25437,4,7,Germany;Frankfurt,2016-01-22,56,0.971,0.15
689,25438,8,7,Germany;Frankfurt,2016-01-22,51,0.971,0.15
690,25439,6,7,Germany;Frankfurt,2016-01-22,48,0.971,0.15
691,25440,1,5,Germany;Berlin,2016-01-22,43,0.971,0.15
692,25441,11,6,Germany;Dresden,2016-01-22,34,0.971,0.15
693,25442,4,2,Denmark;Copenhagen,2016-01-22,34,0.971,0.15
694,25443,5,7,Germany;Frankfurt,2016-01-22,31,0.971,0.15
695,25444,8,5,Germany;Berlin,2016-01-22,27,0.971,0.15
696,25445,10,7,Germany;Frankfurt,2016-01-22,23,0.971,0.01
697,25446,8,4,Germany;Frankfurt,2016-01-22,20,0.971,0.01
698,25447,2,5,Germany;Berlin,2016-01-22,15,0.971,0.01
699,25448,10,5,Germany;Berlin,2016-01-22,15,0.971,0.01
700,25449,8,5,Germany;Berlin,2016-01-22,10,0.971,0.0
701,25450,1,3,Czech republic;Brno,2016-01-22,7,0.971,0.0
702,25451,9,6,Germany;Dresden,2016-01-23,150,0.968,0.55
703,25452,10,5,Germany;Berlin,2016-01-23,144,0.968,0.55
704,25453,7,1,Czech republic;Prague,2016-01-23,141,0.968,0.55
705,25454,9,7,Germany;Frankfurt,2016-01-23,139,0.968,0.55
706,25455,2,1,Czech republic;Prague,2016-01-23,138,0.968,0.55
707,25456,3,2,Denmark;Copenhagen,2016-01-23,134,0.968,0.55
708,25457,6,7,Germany;Frankfurt,2016-01-23,131,0.968,0.55
709,25458,6,6,Germany;Dresden,2016-01-23,126,0.968,0.55
710,25459,4,5,Germany;Berlin,2016-01-23,123,0.968,0.55
711,25460,2,5,Germany;Berlin,2016-01-23,118,0.968,0.55
712,25461,8,5,Germany;Berlin,2016-01-23,116,0.968,0.55
713,25462,9,7,Germany;Frankfurt,2016-01-23,108,0.968,0.55
714,25463,7,7,Germany;Frankfurt,2016-01-23,104,0.968,0.55
715,25464,1,7,Germany;Frankfurt,2016-01-23,103,0.968,0.55
716,25465,7,5,Germany;Berlin,2016-01-23,103,0.968,0.55
717,25466,8,7,Germany;Frankfurt,2016-01-23,102,0.968,0.55
718,25467,1,7,Germany;Frankfurt,2016-01-23,102,0.968,0.55
719,25468,3,2,Denmark;Copenhagen,2016-01-23,97,0.968,0.4
720,25469,2,6,Germany;Dresden,2016-01-23,96,0.968,0.4
721,25470,7,2,Denmark;Copenhagen,2016-01-23,94,0.968,0.4
722,25471,2,6,Germany;Dresden,2016-01-23,88,0.968,0.4
723,25472,4,4,Germany;Frankfurt,2016-01-23,83,0.968,0.4
724,25473,8,3,Czech republic;Ostrava,2016-01-23,75,0.968,0.15
725,25474,6,5,Germany;Berlin,2016-01-23,70,0.968,0.15
726,25475,2,5,Germany;Berlin,2016-01-23,69,0.968,0.15
727,25476,9,7,Germany;Frankfurt,2016-01-23,65,0.968,0.15
728,25477,7,3,Czech republic;Ostrava,2016-01-23,63,0.968,0.15
729,25478,7,5,Germany;Berlin,2016-01-23,62,0.968,0.15
730,25479,8,5,Germany;Berlin,2016-01-23,62,0.968,0.15
731,25480,9,4,Germany;Frankfurt,2016-01-23,61,0.968,0.15
732,25481,4,5,Germany;Berlin,2016-01-23,59,0.968,0.15
733,25482,1,7,Germany;Frankfurt,2016-01-23,55,0.968,0.15
734,25483,7,5,Germany;Berlin,2016-01-23,55,0.968,0.15
735,25484,5,5,Germany;Berlin,2016-01-23,54,0.968,0.15
736,25485,1,5,Germany;Berlin,2016-01-23,53,0.968,0.15
737,25486,8,1,Czech republic;Prague,2016-01-23,47,0.968,0.15
738,25487,2,3,Czech republic;Brno,2016-01-23,42,0.968,0.15
739,25488,4,3,Czech republic;Brno,2016-01-23,40,0.968,0.15
740,25489,5,7,Germany;Frankfurt,2016-01-23,30,0.968,0.15
741,25490,9,7,Germany;Frankfurt,2016-01-23,26,0.968,0.15
742,25491,2,5,Germany;Berlin,2016-01-23,23,0.968,0.01
743,25492,9,7,Germany;Frankfurt,2016-01-23,20,0.968,0.01
744,25493,8,7,Germany;Frankfurt,2016-01-23,15,0.968,0.01
745,25494,10,3,Czech republic;Ostrava,2016-01-23,15,0.968,0.01
746,25495,4,5,Germany;Berlin,2016-01-23,14,0.968,0.01
747,25496,8,2,Denmark;Copenhagen,2016-01-23,13,0.968,0.01
748,25497,9,4,Germany;Frankfurt,2016-01-23,5,0.968,0.0
749,25498,9,5,Germany;Berlin,2016-01-23,1,0.968,0.0
750,25499,3,5,Germany;Berlin,2016-01-25,150,0.974,0.55
751,25500,9,6,Germany;Dresden,2016-01-25,149,0.974,0.55
752,25501,8,4,Germany;Frankfurt,2016-01-25,145,0.974,0.55
753,25502,5,3,Czech republic;Brno,2016-01-25,141,0.974,0.55
754,25503,5,7,Germany;Frankfurt,2016-01-25,132,0.974,0.55
755,25504,3,7,Germany;Frankfurt,2016-01-25,125,0.974,0.55
756,25505,5,4,Germany;Frankfurt,2016-01-25,124,0.974,0.55
757,25506,4,5,Germany;Berlin,2016-01-25,116,0.974,0.55
758,25507,2,4,Germany;Frankfurt,2016-01-25,113,0.974,0.55
759,25508,1,7,Germany;Frankfurt,2016-01-25,112,0.974,0.55
760,25509,5,4,Germany;Frankfurt,2016-01-25,112,0.974,0.55
761,25510,6,1,Czech republic;Prague,2016-01-25,111,0.974,0.55
762,25511,7,6,Germany;Dresden,2016-01-25,109,0.974,0.55
763,25512,1,1,Czech republic;Prague,2016-01-25,99,0.974,0.4
764,25513,8,2,Denmark;Copenhagen,2016-01-25,89,0.974,0.4
765,25514,4,2,Denmark;Copenhagen,2016-01-25,88,0.974,0.4
766,25515,8,7,Germany;Frankfurt,2016-01-25,83,0.974,0.4
